1892,2.46172,0.10035,0.25117,11.84,0,409,1892,Lucienne
30400,2.45003,0.09569,0.24739,14.34,-1.05,409,1892,Lucienne
40413,2.44505,0.09335,0.25294,13.54,-2.17,409,1892,Lucienne
40533,2.46788,0.09749,0.25072,14.99,0.41,409,1892,Lucienne
45837,2.45455,0.09617,0.25124,14.4,-0.63,409,1892,Lucienne
48203,2.46225,0.10488,0.24688,14.67,0.04,409,1892,Lucienne
56650,2.47178,0.09926,0.25096,14.96,0.68,409,1892,Lucienne
57913,2.45746,0.09434,0.25119,14.9,-0.3,409,1892,Lucienne
67388,2.44156,0.09687,0.25295,15.11,-1.28,409,1892,Lucienne
67680,2.46237,0.09853,0.2522,14.43,0.06,409,1892,Lucienne
72011,2.4558,0.10035,0.25246,14.74,-0.44,409,1892,Lucienne
74977,2.44274,0.09681,0.24635,14.52,-1.58,409,1892,Lucienne
79667,2.46942,0.10076,0.25079,15.5,0.41,409,1892,Lucienne
81212,2.46951,0.09714,0.2509,14.83,0.56,409,1892,Lucienne
92528,2.45025,0.09418,0.25133,15.46,-0.62,409,1892,Lucienne
92826,2.43781,0.09438,0.25266,15.69,-1.16,409,1892,Lucienne
93907,2.45508,0.0962,0.25146,14.68,-0.51,409,1892,Lucienne
95859,2.46139,0.09853,0.25085,15.26,-0.02,409,1892,Lucienne
98287,2.46269,0.09115,0.25133,15.64,0.05,409,1892,Lucienne
102417,2.44763,0.09483,0.25131,15.37,-0.79,409,1892,Lucienne
102493,2.45757,0.09945,0.25101,14.7,-0.32,409,1892,Lucienne
106775,2.46586,0.0968,0.25075,14.57,0.34,409,1892,Lucienne
111970,2.44842,0.09462,0.25117,15.56,-0.68,409,1892,Lucienne
115014,2.45114,0.09556,0.25164,15.72,-0.51,409,1892,Lucienne
116046,2.42704,0.08415,0.24948,14.85,-2.48,409,1892,Lucienne
122852,2.45301,0.10235,0.25219,15.3,-0.5,409,1892,Lucienne
125376,2.45561,0.09601,0.25111,15.4,-0.34,409,1892,Lucienne
132667,2.45754,0.09993,0.25217,14.83,-0.3,409,1892,Lucienne
133244,2.44842,0.09505,0.25163,15.47,-0.71,409,1892,Lucienne
134971,2.47426,0.0971,0.24932,15.81,0.58,409,1892,Lucienne
136429,2.46421,0.09327,0.25097,15.6,0.13,409,1892,Lucienne
136546,2.45845,0.09467,0.25128,15.83,-0.15,409,1892,Lucienne
138006,2.47688,0.09427,0.24949,15.45,0.82,409,1892,Lucienne
141774,2.4343,0.09167,0.25211,15.92,-1.2,409,1892,Lucienne
144172,2.46705,0.09671,0.25123,15.35,0.3,409,1892,Lucienne
144257,2.45943,0.10102,0.25156,16.12,-0.09,409,1892,Lucienne
147724,2.45445,0.09663,0.25121,15.21,-0.44,409,1892,Lucienne
148555,2.45022,0.098,0.25252,16.34,-0.41,409,1892,Lucienne
149955,2.46339,0.0925,0.25141,16.03,0.07,409,1892,Lucienne
152316,2.47261,0.10019,0.2501,15.53,0.57,409,1892,Lucienne
154505,2.45477,0.09427,0.25133,15.37,-0.39,409,1892,Lucienne
154522,2.44273,0.09889,0.25006,15.11,-1.2,409,1892,Lucienne
160967,2.46273,0.09959,0.2518,15.75,0.05,409,1892,Lucienne
166979,2.45224,0.09941,0.254,15.88,-0.42,409,1892,Lucienne
168614,2.47992,0.09395,0.25186,15.39,1.01,409,1892,Lucienne
170388,2.44826,0.09616,0.25114,16.93,-0.37,409,1892,Lucienne
170922,2.45647,0.09454,0.25126,15.92,-0.23,409,1892,Lucienne
176779,2.47199,0.10025,0.25091,15.98,0.44,409,1892,Lucienne
186588,2.46912,0.09664,0.25082,15.65,0.37,409,1892,Lucienne
187978,2.45002,0.09549,0.25124,16.24,-0.44,409,1892,Lucienne
189838,2.44344,0.09557,0.25159,16.56,-0.59,409,1892,Lucienne
190011,2.46092,0.09971,0.25075,15.59,-0.04,409,1892,Lucienne
193316,2.47335,0.09483,0.25182,15.9,0.51,409,1892,Lucienne
196297,2.47368,0.09404,0.25128,16.89,0.33,409,1892,Lucienne
197916,2.47888,0.09761,0.24961,16.23,0.65,409,1892,Lucienne
206430,2.437,0.09857,0.25246,15.74,-1.17,409,1892,Lucienne
216612,2.44822,0.10012,0.25236,16.39,-0.47,409,1892,Lucienne
217031,2.47566,0.08998,0.24874,16.3,0.51,409,1892,Lucienne
224199,2.45322,0.09492,0.25159,15.54,-0.44,409,1892,Lucienne
226252,2.48007,0.09199,0.2502,16.28,0.68,409,1892,Lucienne
234240,2.47057,0.09672,0.25076,15.68,0.43,409,1892,Lucienne
236456,2.43376,0.08534,0.25141,16.2,-1.07,409,1892,Lucienne
244337,2.44246,0.09651,0.25071,16.24,-0.72,409,1892,Lucienne
258984,2.46271,0.09646,0.2513,16.49,0.03,409,1892,Lucienne
262531,2.45194,0.09396,0.25106,15.77,-0.46,409,1892,Lucienne
263870,2.46044,0.09496,0.25096,15.89,-0.06,409,1892,Lucienne
265538,2.45895,0.10217,0.25022,15.37,-0.15,409,1892,Lucienne
265622,2.47286,0.09959,0.2509,16.28,0.41,409,1892,Lucienne
268314,2.45373,0.09487,0.25126,17.01,-0.21,409,1892,Lucienne
268413,2.47241,0.09883,0.25107,15.71,0.51,409,1892,Lucienne
275972,2.47405,0.09974,0.25099,16.62,0.39,409,1892,Lucienne
