145,2.67268,0.16931,0.20268,8.08,0,505,145,Adeona
997,2.66984,0.1648,0.19824,12.42,-0.13,505,145,Adeona
1238,2.66656,0.16908,0.20251,11.92,-0.36,505,145,Adeona
1384,2.67708,0.16875,0.20244,11.44,0.32,505,145,Adeona
1783,2.66161,0.16776,0.20256,11.87,-0.67,505,145,Adeona
1936,2.67519,0.16847,0.20137,11.57,0.17,505,145,Adeona
1994,2.6797,0.16432,0.20147,12.22,0.36,505,145,Adeona
2333,2.64609,0.16452,0.2006,11.8,-1.66,505,145,Adeona
3096,2.66778,0.16406,0.20006,12.54,-0.22,505,145,Adeona
3205,2.68237,0.16936,0.20261,13.1,0.33,505,145,Adeona
3238,2.66581,0.16611,0.20317,13.1,-0.24,505,145,Adeona
3407,2.68678,0.16999,0.20316,12.36,0.68,505,145,Adeona
3445,2.68812,0.16756,0.20346,12.31,0.76,505,145,Adeona
3604,2.60113,0.16196,0.20053,12.97,-2.6,505,145,Adeona
4157,2.67376,0.16625,0.20109,12.2,0.05,505,145,Adeona
4522,2.66998,0.16693,0.20089,12.15,-0.14,505,145,Adeona
4523,2.68325,0.17447,0.20137,12.69,0.44,505,145,Adeona
4582,2.67543,0.16829,0.2019,12.51,0.12,505,145,Adeona
4629,2.66073,0.16583,0.20344,13.27,-0.38,505,145,Adeona
4808,2.66863,0.16819,0.2013,12.03,-0.23,505,145,Adeona
5122,2.58892,0.15401,0.20831,12.1,-4.55,505,145,Adeona
5274,2.67418,0.17131,0.20331,12.51,0.07,505,145,Adeona
5625,2.67384,0.16886,0.20177,12.87,0.04,505,145,Adeona
5825,2.65817,0.16558,0.20262,13.17,-0.48,505,145,Adeona
5831,2.68882,0.17252,0.20065,12.79,0.64,505,145,Adeona
6105,2.63338,0.16555,0.19992,13.9,-0.93,505,145,Adeona
6349,2.66767,0.16793,0.20203,12.19,-0.26,505,145,Adeona
6465,2.6733,0.16876,0.20212,12.57,0.03,505,145,Adeona
6552,2.66814,0.16457,0.20004,13.44,-0.13,505,145,Adeona
6758,2.64971,0.15902,0.20085,13.05,-0.81,505,145,Adeona
7156,2.67667,0.17209,0.20114,13.33,0.12,505,145,Adeona
7285,2.57484,0.16057,0.20198,12.91,-3.66,505,145,Adeona
7764,2.66682,0.16598,0.20405,12.85,-0.23,505,145,Adeona
7796,2.66472,0.17506,0.20418,13.17,-0.26,505,145,Adeona
7868,2.68299,0.16783,0.20103,12.58,0.45,505,145,Adeona
8228,2.57548,0.16258,0.20982,12.51,-4.37,505,145,Adeona
8350,2.66627,0.1718,0.20357,13.01,-0.23,505,145,Adeona
8494,2.66297,0.1581,0.20111,13.26,-0.31,505,145,Adeona
8628,2.65081,0.16825,0.20371,13.68,-0.57,505,145,Adeona
10299,2.68025,0.17298,0.20282,13.1,0.26,505,145,Adeona
10881,2.57374,0.16524,0.20992,13.52,-2.79,505,145,Adeona
11025,2.66158,0.16485,0.19999,14.17,-0.23,505,145,Adeona
11526,2.59813,0.16809,0.19824,13.2,-2.44,505,145,Adeona
11602,2.67782,0.16788,0.20157,13.64,0.14,505,145,Adeona
12146,2.6506,0.16856,0.20194,13.83,-0.54,505,145,Adeona
12234,2.59031,0.16647,0.19739,13.02,-2.93,505,145,Adeona
12347,2.60334,0.15722,0.20231,13.81,-1.71,505,145,Adeona
12894,2.68904,0.17579,0.20319,13.09,0.56,505,145,Adeona
13493,2.66471,0.17028,0.20232,13.33,-0.25,505,145,Adeona
13695,2.65921,0.15062,0.19668,13.57,-0.37,505,145,Adeona
13856,2.673,0.15999,0.19719,12.86,0,505,145,Adeona
13980,2.66378,0.17015,0.2021,13.32,-0.28,505,145,Adeona
14068,2.61726,0.16222,0.19427,14.74,-0.89,505,145,Adeona
14101,2.64865,0.17045,0.20771,13.7,-0.63,505,145,Adeona
